,hotel_id,clean_score,meal_score,location_score,sleep_score,room_score,service_score,facility_score,overall_score
0,71,8,8,8.8,7.8,-1,7.5,-1,8.3
1,77,9.4,8.7,9.3,9.3,-1,9.1,-1,9
2,123,8.9,8.7,8.9,8.9,-1,8.9,-1,9
3,143,8.1,7.7,8.6,8,-1,8.1,-1,8.2
4,206,8.3,7.5,8.5,8.2,-1,8,-1,8.1
5,245,7.6,7.7,8.3,7.9,-1,7.7,-1,8.1
6,262,8.1,7.6,9.3,8.7,-1,8.5,-1,8.5
7,331,9.2,8.4,8.6,8.9,-1,9,-1,8.8
8,343,9.1,8.2,8.5,8.8,-1,8.9,-1,8.9
9,416,10,9.2,9.3,10,-1,9.3,-1,8.7
10,417,5.8,6.7,6.5,6.8,4.4,6.2,4.9,5.9
11,446,10,8.7,9,9,-1,8.5,-1,8.6
12,447,8.8,8,8.6,8.4,-1,8.4,-1,8.6
13,462,9.1,8.5,8.8,8.8,-1,8.9,-1,8.8
14,662,9.2,8.4,8.6,8.9,-1,9,-1,8.8
15,695,8.8,7,8.4,8.7,-1,8.1,-1,8.4
16,707,8.8,8.3,9.1,8.8,-1,8.7,-1,8.6
17,765,8,8,8.5,8,-1,9,-1,8.8
18,769,8.7,8.2,8.7,8.6,-1,8.4,-1,8.7
19,953,7.2,6.5,7.7,7.4,-1,7,-1,7.7
20,959,9,8.6,9.1,9.1,-1,8.8,-1,8.9
21,1087,9.1,8.8,9.1,9.1,-1,9.1,-1,9
22,1106,8.7,7.7,8.4,9.3,-1,8.9,-1,8.5
23,1262,8.7,7.9,8.8,8.6,-1,8.4,-1,8.4
24,1400,7.7,7.5,8.5,7.7,-1,7.6,-1,8
25,1525,8,8,8,8,-1,8,-1,-1
26,1551,8.2,7.6,8.3,8.2,-1,8,-1,8.3
27,1784,9.1,8.3,8.6,8.8,-1,8.8,-1,8.8
28,1878,-1,-1,-1,-1,-1,-1,-1,-1
29,1926,7.5,7.9,8.5,7.9,-1,7.5,-1,8
30,1954,7.7,7.8,8.5,7.8,-1,7.9,-1,8.2
31,1988,8.3,8,8.4,8.2,-1,8.2,-1,8.2
32,2041,7.6,7.7,8.3,7.9,-1,7.7,-1,8.1
33,2114,8.2,8.4,8.9,8.1,-1,8.4,-1,8.4
34,2144,8.7,8,9.3,8.7,-1,9.3,-1,-1
35,2269,8,7.3,8.3,8,-1,7.7,-1,7.8
36,2350,8.4,8.3,8,8.4,-1,8.4,-1,8.5
37,2376,6,8,6,6,-1,6,-1,-1
38,2431,9.2,8.3,8.9,9.2,-1,8.9,-1,8.8
39,2451,7,8,7.7,8.3,-1,6.7,-1,7.6
40,2461,8.7,7.9,8.8,8.6,-1,8.4,-1,8.4
41,2636,8,8,8,8,-1,8.4,-1,8.6
42,2649,8.4,8,8.6,8.6,-1,8.4,-1,8.4
43,2665,8.2,7.5,7.9,8.5,-1,8.5,-1,9.2
44,2677,8.7,8,8.7,8.7,-1,8.7,-1,-1
45,2691,9.1,8.6,8.6,8.9,-1,8.8,-1,8.7
46,2772,-1,-1,-1,-1,-1,-1,-1,-1
47,2852,8,-1,8,6,-1,6,-1,-1
48,2918,8.3,8,8.3,8,-1,8,-1,8.3
49,2929,8.3,8,8.4,8.2,-1,8.2,-1,8.2
50,2942,8.4,8.1,8.6,8.1,-1,8.2,-1,8.4
51,2984,8.7,7.3,8.4,8.9,-1,8.2,-1,8.6
52,3026,8.1,-1,6.8,8.2,-1,6.8,-1,7.6
53,3062,6,6,6,6,-1,6,-1,-1
54,3106,8.7,8.1,8.5,8.7,-1,8.8,-1,8.7
55,3160,-1,-1,-1,-1,-1,-1,-1,-1
56,3191,6,-1,6,6,-1,6,-1,-1
57,3192,6,-1,6,6,-1,6,-1,-1
58,3266,8.9,8,9.3,8.9,-1,8.9,-1,8.8
59,3295,5.6,6.2,6,6,-1,5.9,-1,6.7
60,3315,7.8,7.1,8.8,7.9,-1,8,-1,6.2
61,3317,8.7,7.9,8.8,8.6,-1,8.4,-1,8.4
62,3361,9,8.7,9,9.1,-1,9.4,-1,9
63,3368,6,8,8,6,-1,10,-1,-1
64,3452,9.2,10,8.5,9,9.5,9.3,9.1,9.1
65,3477,7.6,7.7,8.3,7.9,-1,7.7,-1,8.1
66,3544,9.3,8.3,9.3,9.2,-1,9.1,-1,9.1
67,3565,6.5,4,7,6.5,-1,6.5,-1,-1
68,3578,8.6,7.4,8.6,8.3,-1,8.3,-1,8.8
69,3604,-1,-1,-1,-1,-1,-1,-1,-1
70,3617,8.5,7.6,9,8.6,-1,8.5,-1,8.9
71,3966,9.7,8.7,8.7,9.3,-1,9.3,-1,9.2
72,4217,7.5,8,8.5,6,-1,8,-1,8.3
73,4273,8.4,8,8.4,8.4,-1,8.2,-1,8.7
74,4282,9,8,9.2,8.7,-1,8.8,-1,9
75,4352,7,6.7,7,7,-1,7,-1,-1
76,4452,9.3,-1,9.3,9.3,-1,9.3,-1,8
77,4455,7.4,6.8,7.6,7.2,-1,7.1,-1,7.7
78,4501,8,-1,8,7,-1,7,-1,8.8
79,4516,8.1,7.5,8.6,8.1,-1,8.1,-1,8.2
80,4539,8,7.8,8.4,7.5,-1,7.8,-1,8.3
81,4567,6.5,4,7,6.5,-1,6.5,-1,-1
82,4578,9.3,8.3,9.3,9.2,-1,9.1,-1,9.1
83,4711,8,-1,8,10,-1,8,-1,-1
84,4718,8.7,8,8.7,8.7,-1,8.7,-1,-1
85,4750,8,6.7,8.2,8.2,-1,8.2,-1,7.6
86,4825,-1,-1,-1,-1,-1,-1,-1,-1
87,4966,9,8.2,8.9,9.1,-1,8.9,-1,8.6
88,5077,9,8.6,9.1,9.1,-1,8.8,-1,8.9
89,5268,7,6.7,7.7,6.8,-1,6.9,-1,7.2
90,5873,8.2,8.4,8.9,8.1,-1,8.4,-1,8.4
91,5909,-1,-1,-1,-1,-1,-1,-1,-1
92,5937,7.7,6.7,8,7.7,-1,7.3,-1,7.7
93,6155,8.8,8,9,8.5,-1,8.8,-1,8.9
94,6265,8.9,9.2,8.6,8.9,-1,8.9,-1,8.6
95,6391,6,-1,6,6,-1,6,-1,6.8
96,6410,8,8,8.8,7.8,-1,7.5,-1,8.3
97,6949,-1,-1,-1,-1,-1,-1,-1,9
98,6986,6.8,6.3,7.7,6.6,-1,6.6,-1,7.1
99,7045,6.2,7.7,8.2,7,-1,6.8,-1,7.3
100,7046,6,6.5,6.8,6.4,-1,6,-1,6.6
101,7064,8.5,7.6,9,8.6,-1,8.5,-1,8.6
102,7131,7.6,7.9,8.2,7.6,-1,7.4,-1,7.8
103,7589,7.7,6.7,8,7.7,-1,7.3,-1,6.8
104,7919,8.4,8,8.6,8.6,-1,8.4,-1,8.4
105,8721,6.5,4,7,6.5,-1,6.5,-1,-1
106,8722,7.8,7.6,7.6,8,-1,7.1,-1,7.8
107,8725,9.1,8.2,8.5,8.8,-1,8.9,-1,8.9
108,8728,8.2,8,8.4,8.2,-1,7.6,-1,8.3
109,8729,4.8,5.7,6.1,5.2,-1,5.2,-1,6.2
110,8734,6.5,4,7,6.5,-1,6.5,-1,-1
111,8735,-1,-1,-1,-1,-1,-1,-1,6
112,8737,8.2,8,8.4,8.2,-1,7.6,-1,7.2
113,8739,8.2,8,8.4,8.2,-1,7.6,-1,7.2
114,8918,9,8,9,9,-1,9,-1,-1
115,8919,6.9,6.4,8.4,7.1,-1,6.7,-1,7.3
116,9703,9.2,8.5,8.6,9.2,-1,9.2,-1,8.8
117,9810,8.5,-1,7.9,-1,10,8.3,8.4,8.2
118,9869,8,-1,8,7,-1,7,-1,8.8
119,9893,-1,-1,-1,-1,-1,-1,-1,-1
120,21653,7.7,6.7,8,7.7,-1,7.3,-1,6.8
121,21662,8.8,8.2,8.4,8.6,-1,8.6,-1,8.5
122,21673,5.8,-1,7,5.8,-1,5.8,-1,6.7
123,22166,8.8,8.6,8.5,8.3,-1,8.2,-1,8.4
124,22199,8.3,7.5,8.5,8.2,-1,8,-1,8.1
125,22343,8.6,7.2,7.5,8.3,-1,8,-1,8.3
126,22380,9,8.7,9,9,-1,9,-1,-1
127,22536,8.9,7.8,7.9,8.9,-1,8.8,-1,8.7
128,22732,9.5,8.9,8.8,9.2,-1,9.5,9.1,9.3
129,22741,9.2,8,8.9,8.9,-1,8.6,-1,8.8
130,22774,8.5,7.6,9,8.6,-1,8.5,-1,8.6
131,23047,8.7,8.5,8.7,8.6,-1,8.5,-1,8.3
132,23228,8.5,7.6,9,8.6,-1,8.5,-1,8.6
133,23341,9,8.3,9.1,9,-1,8.8,-1,8.9
134,23411,9.1,7.9,8.7,8.6,-1,8.7,-1,8.7
135,23418,8.8,8,9,8.5,-1,8.8,-1,8.9
136,23518,-1,-1,-1,-1,-1,-1,-1,-1
137,23699,7.7,7.5,8.5,7.7,-1,7.6,-1,8
138,29475,9.2,8.3,8.9,9.2,-1,8.9,-1,9
139,29483,8.4,7.9,8.4,8.4,-1,8.3,-1,8.4
140,29514,8.5,7.7,8.7,8.4,-1,8.5,-1,8.7
141,29672,6.1,5,6.7,6,-1,6.1,-1,6.9
142,29676,6.9,6.4,8.4,7.1,-1,6.7,-1,5.2
143,41168,9.1,8.2,8.9,8.7,-1,8.9,-1,8.8
144,41169,9.1,7.3,8.7,8.6,-1,8.7,-1,8.8
145,41171,9.4,8.7,9.3,9.3,-1,9.1,-1,9
146,41172,8.8,8.2,9,9.2,-1,9,-1,8.7
147,41175,8.7,8.3,9,8.6,-1,8.6,-1,8.6
148,41176,8.9,8.1,9,8.7,-1,8.7,-1,8.4
149,41177,9.2,8.8,8.3,9.1,-1,9.2,-1,8.6
