,id,min_price_domain
387,7086,951259
388,7311,1621496
389,7366,467200
390,7371,500000
391,7372,346320
392,7530,272727
393,7531,432900
394,7672,1437633
395,7815,1477625
396,7902,1377266
397,7904,598729
398,8399,1184416
399,8402,-1
400,8408,1061065
401,8409,550000
402,8411,801000
403,8418,1200000
404,8425,688500
405,8426,690000
406,8427,510000
407,8430,607792
408,8434,555071
409,8441,423550
410,8446,2883117
411,8447,850000
412,8449,584416
413,8453,272727
414,8455,661899
415,8457,367500
416,8460,472000
417,8462,-1
418,8463,229514
419,8467,360000
420,8468,1200000
421,8472,706000
422,8478,290000
423,8479,647000
424,8481,476000
425,8482,985714
426,8483,272727
427,8487,584416
428,8489,600000
429,8490,490000
430,8491,449048
431,8497,550000
432,8498,612000
433,8499,311688
434,8505,466650
435,8506,503377
436,8508,1385281
437,8509,633656
438,8792,449048
439,8799,272727
440,8807,250000
441,8817,-1
442,8822,2185000
443,8829,229514
444,8830,584416
445,8836,-1
446,9078,795000
447,9088,200000
448,9100,455000
449,9109,330000
450,9117,-1
451,9118,259740
452,9151,-1
453,9152,623221
454,9154,584416
455,9158,476190
456,9159,466753
457,9952,280000
458,9963,682062
459,21682,584415
460,21739,306000
461,21768,540000
462,21819,242726
463,21873,480000
464,21935,277765
465,21957,346878
466,22001,450000
467,22007,550000
468,22018,353250
469,22052,666667
470,22056,594000
471,22070,288000
472,22132,500000
473,22178,390000
474,22216,170000
475,22222,233766
476,22262,-1
477,22285,606061
478,22309,1548874
479,22410,1385281
480,22454,294372
481,22464,315585
482,22493,879780
483,22500,337662
484,22514,997883
485,22517,298182
486,22557,550000
487,22580,930953
488,22589,450000
489,22619,289000
490,22623,1437633
491,22720,647900
492,22722,350000
493,22802,750000
494,22906,745000
495,22914,490000
496,22920,439748
497,22952,202598
498,22956,758008
499,22980,360000
500,22987,317721
501,23029,745000
502,23134,690000
503,23137,443290
504,23140,229091
505,23145,798307
506,23167,512190
507,23172,555862
508,23189,455033
509,23213,298182
510,23234,648000
511,23248,606061
512,23270,568793
513,23305,726400
514,23330,405000
515,23376,1453813
516,23393,1037381
517,23394,802961
518,23461,1309091
519,23493,779221
520,23513,219725
521,23674,288000
522,23732,311688
523,23772,590909
524,23803,735931
525,29404,600000
526,29409,692640
527,29414,745000
528,29415,720000
529,29419,770996
530,29445,585455
531,29448,301298
532,29456,603429
533,29458,-1
534,29466,1046347
535,29498,450000
536,29564,550000
537,29566,-1
538,29615,4449351
539,29663,644000
540,29666,1200000
541,29684,3200000
542,29686,5710000
543,29694,5710000
544,29695,5697910
545,29696,5710000
546,29700,3200000
547,29701,3200000
548,29706,3200000
549,29707,3193224
550,29711,472727
551,40391,795000
552,40392,286364
553,40394,243000
554,40395,549784
555,40397,233766
556,40398,150000
557,40400,294372
558,40402,296770
559,40404,353030
560,40405,315000
561,40407,544545
562,40409,339279
563,40410,668409
564,40411,948918
565,40412,1643612
566,40413,1380022
567,40414,497835
568,40415,1682106
569,40417,1176312
570,40418,1141645
571,40419,1524267
572,40422,910140
573,40423,647619
574,40424,1229107
575,40426,552000
576,40427,1255411
577,40428,2530000
578,40430,4667664
579,40431,519481
580,40432,1820000
581,40433,277765
582,40434,1377266
583,40435,722500
584,40437,1720000
585,40438,584416
586,40439,311688
587,40440,726400
588,40441,455065
589,40442,597733
590,40443,496000
591,40444,455065
592,40445,668409
593,40446,535000
594,40448,1000000
595,40449,637500
596,40450,432900
597,40451,997500
598,40452,480000
599,40453,233766
600,40454,3544398
601,40456,289000
602,40457,561039
603,40458,2980000
604,40459,317721
605,40461,514286
606,40462,799303
607,40463,4900000
608,40465,500000
609,40466,-1
610,40467,524680
611,40468,408240
612,40470,807500
613,40471,743376
614,40472,233766
615,40475,818182
616,40477,818182
617,40478,4929943
618,40480,4349730
619,40481,4929943
620,40484,198874
621,40486,860000
622,40487,400000
623,40490,1007345
624,40491,170000
625,40494,643939
626,40495,294372
627,40496,-1
628,40498,277765
629,40499,410878
630,40502,311688
631,40504,1224164
632,40505,301298
633,40506,880000
634,40507,1534572
635,40509,333333
636,40511,10000000
637,40512,900000
638,40513,476190
639,40514,318182
640,40515,10000000
641,40520,586988
642,40522,454545
643,40527,1038961
644,40529,400000
645,40530,519481
646,40531,226800
647,40532,315000
648,40533,465000
649,40534,558815
650,40535,696970
651,40536,564003
652,40537,470000
653,40542,409091
654,40543,650000
655,40546,-1
656,40552,585455
657,40553,-1
658,40558,353250
659,40559,1970455
660,40562,400000
661,40567,476000
662,40568,5987297
663,40569,450000
664,40570,600000
665,40572,647619
666,40573,467533
667,40576,-1
668,40584,598729
669,40586,792000
670,40590,647900
671,40591,381818
672,40592,238120
673,40593,321072
674,40594,490909
675,40595,540000
676,40596,7128000
677,40600,7128000
678,40601,3896104
679,40605,506494
680,40607,2383636
681,40608,-1
682,40619,665000
683,40620,850000
684,40622,647619
685,40624,-1
686,40626,259740
687,40629,420000
688,40634,420000
689,40637,289000
690,40641,602795
691,40642,-1
692,40644,259450
693,40645,429090
694,40651,289681
695,40653,6060606
696,40660,140693
697,40663,1050000
698,40664,357576
699,40667,289681
700,44205,661899
701,44207,1229107
702,44210,1227273
703,44211,1036364
704,44213,450000
705,44734,-1
706,44735,345000
707,44736,450000
708,44737,2354978
709,44739,467533
710,44740,-1
711,44746,353250
712,45078,368182
713,45292,360000
714,45445,1276191
715,45527,334776
716,45534,-1
717,45545,441559
718,45635,1779050
719,45652,1779050
720,45734,4194007
721,45815,490000
722,45867,6623376
723,45874,-1
724,45996,389610
725,46304,350649
726,46310,10129870
727,46331,250000
728,46382,458874
729,46384,362486
730,46429,506494
731,46503,477159
732,46508,571429
733,46564,623377
734,46580,701299
735,46593,623377
736,46599,116883
737,46785,116883
738,46792,311688
739,46795,271455
740,46875,311688
741,46934,357576
742,46937,466753
743,47027,311688
744,47067,798307
745,47091,315000
746,47113,-1
747,47163,277765
748,47217,467533
749,47245,233766
750,47303,974026
751,47364,545455
752,47462,432900
753,47468,277765
754,47474,545455
755,47546,-1
756,47561,864935
757,47564,227273
758,47586,-1
759,47588,506493
760,47617,519481
761,47651,109091
762,56,303030
763,116,1558442
764,170,1385281
765,367,-1
766,519,419112
767,643,1731602
768,715,662338
769,776,121212
770,875,818182
771,1118,1242000
772,1244,779221
773,1249,1627243
774,1279,-1
775,1352,606545
776,1375,769524
777,1387,761905
778,1666,4411800
779,1685,-1
780,1788,456750
781,2418,2196100
782,2656,389610
783,2662,857143
784,2760,6372294
785,2790,260870
786,2822,576000
787,2871,200000
788,3227,-1
789,3325,980000
790,3396,450000
791,3451,389610
792,3532,605195
793,3605,606061
794,3709,1588235
795,3715,303030
796,3772,-1
797,3853,173160
798,3881,250000
799,3890,1038961
800,3964,519481
801,4007,865801
802,4008,389610
803,4097,233766
804,4108,576000
805,4417,565000
806,4475,340200
807,4552,1787940
808,4712,784400
809,4772,173160
810,4839,662000
811,4872,1521645
812,5141,-1
813,5155,233766
814,6110,529500
815,6194,456750
816,6327,3416739
817,6370,-1
818,6390,-1
819,6631,1588235
820,6656,821506
821,6677,678788
822,6680,399153
823,6724,250000
824,6774,-1
825,6814,1353506
826,7075,-1
827,7527,290000
828,8195,1360000
829,8207,430435
830,8226,-1
831,8227,2939013
832,8228,69264
833,8232,865801
834,8234,900000
835,8238,-1
836,8240,400000
837,8247,250000
838,8252,6416104
839,8942,-1
840,8945,311688
841,8946,121212
842,8949,450000
843,8952,346320
844,8953,-1
845,9756,-1
846,9866,1548000
847,21669,-1
848,21884,456750
849,21959,277056
850,22095,7327515
851,22397,765000
852,22407,251082
853,22772,648622
854,22796,1612121
855,22876,256522
856,22905,311688
857,23200,-1
858,23229,839827
859,23286,-1
860,23323,215217
861,23382,340200
862,23409,121212
863,23508,-1
864,23522,1082251
865,23593,121212
866,23611,121212
867,23671,396000
868,23734,251082
869,23735,10168800
870,23780,2440821
871,29659,1436364
872,29660,-1
873,29726,768109
874,41360,354545
875,41361,779221
876,41362,-1
877,41363,-1
878,41364,1233766
879,41365,-1
880,41367,428571
881,41369,997402
882,41370,440260
883,41372,525000
884,41373,720000
885,41375,-1
886,41376,432900
887,41378,500000
888,41379,243000
889,41380,4545455
890,41382,839827
891,41383,-1
892,41384,217391
893,41386,1450000
894,41388,306878
895,41390,300000
896,41391,300000
897,41392,654545
898,41393,-1
899,41394,478261
900,41395,311688
901,41396,1360000
902,41397,818182
903,41398,407533
904,41400,394805
905,41402,-1
906,41403,-1
907,41405,-1
908,41406,515152
909,41411,801000
910,41412,-1
911,41413,460870
912,41414,-1
913,41415,810390
914,41416,318182
915,41417,945000
916,41419,510823
917,41420,350000
918,41422,606061
919,41424,121739
920,41426,507936
921,41427,-1
922,41428,-1
923,41434,1222727
924,41435,909091
925,41437,-1
926,41438,800000
927,41439,779221
928,41445,940000
929,41446,-1
930,41447,290000
931,41449,-1
932,41450,-1
933,41451,945000
934,41452,1222727
935,41456,1360000
936,41457,-1
937,41459,315000
938,41460,452118
939,41462,9649130
940,41464,250000
941,41466,140250
942,41467,108225
943,41471,300000
944,41473,-1
945,41475,250000
946,41477,562771
947,41479,-1
948,41481,102000
949,41482,-1
950,41486,250000
951,41488,209554
952,41489,-1
953,41492,209554
954,41494,233766
955,41496,346320
956,41500,250000
957,41502,584416
958,41504,260870
959,41508,209554
960,41509,173160
961,41510,251082
962,41512,363636
963,41514,104348
964,41516,782609
965,41519,9744000
966,41521,5832000
967,41523,243000
968,41533,8050000
969,41538,4478961
970,41539,200000
971,41540,467533
972,41545,779221
973,41547,598729
974,41550,250000
975,41554,251082
976,44243,700000
977,44246,-1
978,44247,374026
979,44248,250000
980,44249,311688
981,44250,173160
982,44251,2615000
983,44252,250000
984,44253,251082
985,44255,3416739
986,44759,417391
987,44760,-1
988,44763,389610
989,44764,350649
990,44766,-1
991,44767,6416104
992,44966,382609
993,44967,9988807
994,45000,419112
995,45097,1112727
996,45156,857143
997,45340,956710
998,45582,1569697
999,45938,311688
1000,46034,169264
1001,46109,175000
1002,46180,827273
1003,46224,1038961
1004,46301,605195
1005,46305,-1
1006,46359,1298701
1007,46369,496753
1008,46396,2443262
1009,46447,4478961
1010,46520,389610
1011,46540,315000
1012,46600,5558897
1013,46604,216450
1014,46622,250000
1015,46653,194805
1016,46753,311688
1017,46782,215217
1018,46783,299366
1019,46873,458874
1020,46880,-1
1021,46905,-1
1022,47014,9698795
1023,47128,488962
1024,47135,935065
1025,47192,250000
1026,47198,3739697
1027,47211,428571
1028,47253,631169
1029,47257,450000
1030,47272,245000
1031,47308,350649
1032,47310,-1
1033,47411,-1
1034,47429,250000
1035,47488,432035
1036,47540,365217
1037,47541,407782
1038,1132,514286
1039,4368,952381
1040,4691,400000
1041,7693,380000
1042,22785,666218
1043,23506,562771
1044,42838,495000
1045,42840,909322
1046,42842,329004
1047,42844,197156
1048,42847,327273
1049,42848,160173
1050,42850,600000
1051,42851,280000
1052,42852,284750
1053,42854,500000
1054,42855,181818
1055,42859,530000
1056,42862,-1
1057,46416,272727
1058,46874,233766
1059,46888,269091
1060,47250,-1
1061,187,1188000
1062,356,259740
1063,580,470000
1064,861,525974
1065,983,432900
1066,1090,467532
1067,1152,952381
1068,1309,232875
1069,1620,250000
1070,1952,883117
1071,2302,884902
1072,2795,476190
1073,3018,380000
1074,3124,239596
1075,3425,300000
1076,3538,73182
1077,3797,320000
1078,5471,588000
1079,6083,397403
1080,6168,480000
1081,6481,-1
1082,8782,-1
1083,9421,884902
1084,22000,875782
1085,22035,444545
1086,22054,199134
1087,22421,194805
1088,22665,400000
1089,22822,-1
1090,23126,1688312
1091,29450,400000
1092,29453,681818
1093,29464,266666
1094,29467,303030
1095,29468,280000
1096,29485,352248
1097,29501,1694313
1098,29511,399153
1099,29515,266666
1100,29521,250000
1101,29531,277056
1102,29723,363636
1103,29728,309091
1104,29736,363636
1105,29737,350000
1106,41555,572727
1107,41556,701299
1108,41557,1674892
1109,41559,90000
1110,41560,1694313
1111,41561,277056
1112,41562,417000
1113,41564,285714
1114,41565,250000
1115,41566,875782
1116,41568,324675
1117,41569,397403
1118,41570,239855
1119,41571,636364
1120,41572,211705
1121,41573,259740
1122,41574,-1
1123,41575,280700
1124,41576,87975
1125,41579,363636
1126,41580,417000
1127,41581,108000
1128,41583,103896
1129,41584,280000
1130,41585,257727
1131,41586,263500
1132,41587,272727
1133,41588,358441
1134,41589,320000
1135,41592,93506
1136,41593,140000
1137,41594,313636
1138,41595,216450
1139,41596,294372
1140,41598,200000
1141,41599,286364
1142,41600,-1
1143,41604,318182
1144,41606,389610
1145,41607,-1
1146,41608,233766
1147,41609,449497
1148,41610,250000
1149,41611,636364
1150,41613,248462
1151,41614,954545
1152,41615,-1
1153,41616,108182
1154,41618,382500
1155,41619,101859
1156,41620,454545
1157,41621,194805
1158,41624,-1
1159,41625,216450
1160,41626,181818
1161,41629,100455
1162,41630,760000
1163,41631,275019
1164,41632,194805
1165,41636,400000
1166,41637,233766
1167,41638,363636
1168,41640,259740
1169,41642,333333
1170,41643,227273
1171,41644,233423
1172,41645,241500
1173,41646,305974
1174,41647,400000
1175,41648,420000
1176,41649,272727
1177,41650,300000
1178,41651,180000
1179,41652,140000
1180,41653,287500
1181,41654,282273
1182,41655,327273
1183,41657,236364
1184,41658,-1
1185,41659,500000
1186,41660,-1
1187,41661,318182
1188,41664,245455
1189,41665,245455
1190,41667,350000
1191,41668,250000
1192,41670,272727
1193,41672,900000
1194,41673,1645022
1195,41675,300000
1196,41677,300000
1197,41678,289000
1198,41679,286364
1199,41680,140000
1200,41681,-1
1201,41682,233766
1202,41686,270455
1203,41688,272727
1204,41689,190909
1205,41690,208636
1206,41691,320000
1207,41697,272727
1208,41699,399000
1209,41700,-1
1210,41701,-1
1211,41702,1181818
1212,41703,300000
1213,41706,241500
1214,41708,-1
1215,41709,426000
1216,41710,-1
1217,41712,495000
1218,41717,250000
1219,41718,-1
1220,41721,-1
1221,41722,1076671
1222,41723,351611
1223,41724,230000
1224,41726,494445
1225,41727,-1
1226,41728,-1
1227,41730,-1
1228,41732,254930
1229,41733,340000
1230,41735,2727273
1231,41738,1471861
1232,41741,1090909
1233,41742,286364
1234,41743,245455
1235,41744,-1
1236,41747,600000
1237,41748,320000
1238,41749,300000
1239,41754,350649
1240,41755,227273
1241,41756,350000
1242,41760,300000
1243,41761,363636
1244,41764,318182
1245,41765,320000
1246,41767,331552
1247,41770,420000
1248,41772,340000
1249,41774,315000
1250,41776,350000
1251,41777,300000
1252,41778,108000
1253,41779,249351
1254,41780,260000
1255,41781,233766
1256,41785,225000
1257,41787,240500
1258,41789,399230
1259,41790,-1
1260,41791,311688
1261,41792,254930
1262,44260,180000
1263,44262,1700000
1264,44263,999999
1265,44265,320000
1266,44266,1571818
1267,44267,1471861
1268,44771,239596
1269,44772,-1
1270,44773,308182
1271,44972,481000
1272,45102,509658
1273,45291,363636
1274,45553,525974
1275,45627,338528
1276,45775,239596
1277,45871,-1
1278,45903,-1
1279,46095,350000
1280,46118,350000
1281,46241,300000
1282,46346,200909
1283,46349,194805
1284,46555,227273
1285,46562,249350
1286,46597,-1
1287,46758,623377
1288,46887,318182
1289,46926,-1
1290,47090,199432
1291,47150,180818
1292,47179,260000
1293,47391,272727
1294,47480,218182
1295,47574,449048
1296,825,1147202
1297,939,524168
1298,2758,524168
1299,4385,-1
1300,4932,649351
1301,5368,558815
1302,7977,506494
1303,22082,-1
1304,22628,301411
1305,23220,250000
1306,42678,229183
1307,42684,315000
1308,42687,177000
1309,44794,250000
1310,45548,272727
1311,45601,506494
1312,46023,233766
1313,46807,401000
1314,47142,1028571
1315,82,495000
1316,630,871862
1317,1182,760000
1318,1271,352941
1319,1360,455000
1320,1432,-1
1321,2899,194400
1322,4615,361000
1323,4938,692641
1324,6251,233766
1325,6642,517647
1326,9491,226800
1327,9836,727273
1328,21746,700000
1329,21903,753247
1330,22157,490000
1331,22214,580000
1332,22221,400000
1333,22254,1003614
1334,22286,287100
1335,22653,-1
1336,22812,359307
1337,22859,554112
1338,22973,229091
1339,23146,548052
1340,42644,411255
1341,42647,179221
1342,42648,83478
1343,42655,909091
1344,42659,760000
1345,42663,760000
1346,42664,562771
1347,42665,450000
1348,42667,450000
1349,42670,450000
1350,42674,865801
1351,42676,132467
1352,43245,359100
1353,44307,692641
1354,44309,443478
1355,46051,389610
1356,46075,194805
1357,46862,173160
1358,42225,1305000
1359,42226,-1
1360,42227,653058
1361,42229,653058
1362,42231,-1
1363,42236,-1
1364,42252,765000
1365,42253,765000
1366,43168,7696008
1367,44283,-1
1368,46494,-1
1369,8003,127500
1370,8008,160000
1371,21609,-1
1372,22045,72000
1373,22835,502351
1374,23252,97500
1375,43009,300000
1376,43010,695652
1377,43011,160000
1378,43012,93506
1379,43013,2400000
1380,43017,194805
1381,43018,160000
1382,43019,1247353
1383,43021,155844
1384,43022,582392
1385,43026,97500
1386,43031,80000
1387,43032,1247353
1388,46002,46753
1389,76,976750
1390,160,459071
1391,184,4281385
1392,204,588600
1393,348,1580000
1394,350,5049850
1395,387,-1
1396,530,742000
1397,543,180000
1398,653,955844
1399,693,972000
1400,702,735500
1401,780,250000
1402,799,1253333
1403,806,748052
1404,876,950000
1405,904,363636
1406,920,1139387
1407,990,1380000
1408,996,748412
1409,1064,782000
1410,1103,530000
1411,1113,1580000
1412,1256,1547117
1413,1289,5152287
1414,1296,714286
1415,1308,850000
1416,1325,550000
1417,1409,1139387
1418,1511,6625766
1419,1554,8589375
1420,1592,6670023
1421,1659,457600
1422,1736,6399999
1423,1827,1380000
1424,1832,5269697
1425,1868,6625766
1426,2226,3352822
1427,2769,-1
1428,2801,-1
1429,2805,5627359
1430,2808,400000
1431,2887,9978828
1432,3084,590909
1433,3197,5200521
1434,3413,-1
1435,3421,311688
1436,3437,180000
1437,3446,500000
1438,3500,7310958
1439,3534,4502616
1440,3548,5627359
1441,3592,597403
1442,3702,500000
1443,3742,526500
1444,3765,1487500
1445,3864,16982835
1446,3911,318112
1447,3919,173160
1448,3956,9978828
1449,4037,173160
1450,4095,4465247
1451,4145,526500
1452,4450,1716257
1453,4727,519481
1454,4753,3806753
1455,4758,349608
1456,4791,432035
1457,4837,363636
1458,4873,-1
1459,5021,1100000
1460,5124,3806753
1461,5152,4666500
1462,5998,389610
1463,6009,8658009
1464,6131,865520
1465,6318,9794221
1466,6484,4542380
1467,6632,1129870
1468,6825,5189511
1469,6843,5169627
1470,6947,2688312
1471,6966,9978828
1472,6985,5416861
1473,6997,7154877
1474,7116,8681580
1475,7312,389610
1476,7836,2640000
1477,8648,4666500
1478,8649,4666500
1479,8658,5152287
1480,8659,260000
1481,8666,112554
1482,8669,180000
1483,8670,99567
1484,8674,526500
1485,8676,500000
1486,8678,500000
1487,8686,155844
1488,8690,5049850
1489,8691,389610
1490,8698,5169627
1491,8702,2807792
1492,8935,530000
1493,8938,112554
1494,9055,641800
1495,9177,5269697
1496,9179,12836384
1497,9787,748052
1498,9793,4666500
1499,9901,4693408
1500,9902,498942
1501,9959,5475516
1502,10006,1196000
1503,21856,768540
1504,21931,589673
1505,21945,653594
1506,21952,976750
1507,22231,-1
1508,22248,281739
1509,22519,2500000
1510,22778,389610
1511,22818,389610
1512,22889,2500000
1513,22955,273913
1514,23110,1155000
1515,23209,32148179
1516,23264,476190
1517,23307,8658009
1518,23383,4106839
1519,23413,8342299
1520,23433,4465247
1521,23479,1195600
1522,23486,8589375
1523,23489,4956286
1524,23560,219754
1525,23587,526500
1526,23638,8350641
1527,23645,530000
1528,23648,526500
1529,23696,530000
1530,23715,363636
1531,23784,530000
1532,29509,1580000
1533,29512,1276000
1534,29533,770563
1535,29729,545455
1536,39724,698518
1537,39725,1336215
1538,39728,823500
1539,39729,404100
1540,39730,4612987
1541,39731,-1
1542,39732,500000
1543,39733,-1
1544,39734,-1
1545,39736,782000
1546,39737,412000
1547,39738,-1
1548,39739,6909091
1549,39740,233333
1550,39745,810000
1551,39746,526500
1552,39747,379329
1553,39750,4612987
1554,39753,475000
1555,39756,467533
1556,39758,272727
1557,39759,562771
1558,39760,5627359
1559,39761,260000
1560,39762,898094
1561,39764,561375
1562,39766,997883
1563,39767,519481
1564,39769,225000
1565,39770,350000
1566,39773,495000
1567,39775,699217
1568,39777,-1
1569,39778,1717973
1570,39779,399552
1571,39780,1195600
1572,39781,385000
1573,39782,180000
1574,39784,4281385
1575,39786,1257333
1576,39789,449497
1577,39790,389610
1578,39791,556364
1579,39793,800000
1580,39795,300000
1581,39801,378783
1582,39804,350000
1583,39805,99567
1584,39810,8662998
1585,39811,275551
1586,39812,-1
1587,39814,-1
1588,39821,699217
1589,39822,748412
1590,39826,456000
1591,39827,1009351
1592,39828,700000
1593,39830,653594
1594,39831,-1
1595,39834,155844
1596,39836,999091
1597,39837,358599
1598,39838,2500000
1599,39839,1700000
1600,39840,220000
1601,39841,-1
1602,39844,972000
1603,39846,540000
1604,39848,218182
1605,39850,800000
1606,39851,998881
1607,39852,399153
1608,39854,1797986
1609,39859,935065
1610,39863,-1
1611,39864,272727
1612,39866,1250000
1613,39868,428571
1614,39869,450216
1615,39871,865801
1616,39872,428571
1617,39875,260000
1618,39876,1038961
1619,39879,549384
1620,39880,324000
1621,39881,389610
1622,39884,907792
1623,39887,1195600
1624,39888,389610
1625,39890,-1
1626,39891,1797986
1627,39893,5627359
1628,39894,1195600
1629,39895,1155000
1630,39896,907792
1631,39897,1350000
1632,39901,-1
1633,39902,498942
1634,39904,1200000
1635,39909,440000
1636,39910,1688312
1637,39912,-1
1638,39917,20092800
1639,39918,1200000
1640,39920,653594
1641,39921,404100
1642,39923,724675
